StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific ID,HR_AI_no_no_no,HR_AI_yes_yes_yes,HR_AI_no_yes_yes,HR_AI_yes_no_yes,HR_AI_yes_yes_no,HR_AI_no_no_yes,HR_AI_no_yes_no,HR_AI_yes_no_no,HR_AI_none,HR_Human_no_no_no,HR_Human_yes_yes_yes,HR_Human_no_yes_yes,HR_Human_yes_no_yes,HR_Human_no_no_yes,HR_Human_yes_yes_no,HR_Human_no_yes_no,HR_Human_yes_no_no,HR_Human_none,Med_AI_no_no_no,Med_AI_yes_yes_yes,Med_AI_no_yes_yes,Med_AI_yes_no_yes,Med_AI_yes_yes_no,Med_AI_no_no_yes,Med_AI_no_yes_no,Med_AI_yes_no_no,Med_AI_none,Med_Human_no_no_no,Med_Human_yes_yes_ye,Med_Human_no_yes_yes,Med_Human_yes_no_yes,Med_Human_yes_yes_no,Med_Human_no_no_yes,Med_Human_no_yes_no,Med_Human_yes_no_no,Med_Human_none,Effort_1,Time of preparation_1,Originality and nove_1,Originality and nove_2,Originality and nove_3,Originality and nove_4,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Transparency_1,Transparency_2,Transparency_3,Transparency_4,Reliability_1,Reliability_2,Reliability_3,Reliability_4,Q19,Q20,Q20_4_TEXT,Q21,Q21_8_TEXT,Q22,Q23,Q24,Q25,AnalystName,ReportType,FL_3_DO,FL_5_DO
2025-08-18 10:03:32,2025-08-18 10:08:29,IP Address,100,297,True,2025-08-18 10:08:29,R_2cQYIAz0SsY36QV,anonymous,EN,1,659d6ca29e5500da27f1cb5b,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,3,3,4=Neutral,4=Neutral,5,5,3,5,4=Neutral,4=Neutral,5,3,5,3,6,1995,Female / Woman,,White / Caucasian,,Sales or related,"$25,000 to $49,999",Limited: I have some experience but don't invest often.,Less than once a month,Sarah Brown,HR,FL_45,FL_17
2025-08-18 10:04:35,2025-08-18 10:08:30,IP Address,100,235,True,2025-08-18 10:08:30,R_2w08liFEabb78gE,anonymous,EN,0.8999999761581421,5bfd667f1fe1e50001406d4c,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,3,3,3,3,4=Neutral,4=Neutral,4=Neutral,3,3,3,5,3,4=Neutral,5,4=Neutral,5,3,6,1980,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,Med,FL_44,FL_106
2025-08-18 10:03:06,2025-08-18 10:08:34,IP Address,100,328,True,2025-08-18 10:08:34,R_5fTuroSv6IeNvYd,anonymous,EN,1,5c2e693a86a578000141ca47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,5,1=Strongly Disagree,5,4=Neutral,2,7=Strongly agree,7=Strongly agree,4=Neutral,4=Neutral,2,6,7=Strongly agree,4=Neutral,4=Neutral,4=Neutral,1977,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,Never,Sarah Brown,Med,FL_45,FL_126
2025-08-18 10:02:12,2025-08-18 10:08:36,IP Address,100,384,True,2025-08-18 10:08:37,R_5qU56mRA53GxIwy,anonymous,EN,1,67ddabeab4ee0d6587d33f75,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,5,3,3,2,2,6,6,1=Strongly Disagree,6,5,2,5,3,6,3,1970,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,Christopher Davis,HR,FL_44,FL_76
2025-08-18 10:05:04,2025-08-18 10:08:51,IP Address,100,227,True,2025-08-18 10:08:52,R_85KDjNHqyRlLJex,anonymous,EN,1,66cc6eb364154a51d4d44eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,6,6,4=Neutral,3,5,6,2,4=Neutral,1=Strongly Disagree,2,5,4=Neutral,5,2,5,2,6,2,1973,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_21
2025-08-18 09:57:42,2025-08-18 10:08:52,IP Address,100,669,True,2025-08-18 10:08:52,R_8zjzjmFmWIm53Eu,anonymous,EN,1,5bb775b0f1f9ba000140e7b3,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,5,2,5,4=Neutral,6,3,2,2,6,3,4=Neutral,3,6,7=Strongly agree,5,1=Strongly Disagree,1981,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_16
2025-08-18 10:03:42,2025-08-18 10:08:56,IP Address,100,313,True,2025-08-18 10:08:56,R_2kz6UsYWPnEuow1,anonymous,EN,1,63e51cf7b6d21fa5fc4e82cd,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,1992,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,Sarah Brown,Med,FL_45,FL_102
2025-08-18 10:05:09,2025-08-18 10:08:57,IP Address,100,227,True,2025-08-18 10:08:57,R_2E77lz87aHdXPe0,anonymous,EN,1,62d138e361857aef127c9e8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,5,6,7=Strongly agree,6,3,4=Neutral,6,6,2,6,6,5,5,5,6,2,5,4=Neutral,1993,Male / Man,,White / Caucasian,,Sales or related,"$25,000 to $49,999",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,Med,FL_43,FL_122
2025-08-18 10:00:43,2025-08-18 10:08:59,IP Address,100,495,True,2025-08-18 10:09:00,R_2xVL2koyfBpErx7,anonymous,EN,1,6761b63723fa44d7d00ce121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,5,5,5,6,2,4=Neutral,3,5,5,5,5,3,2,6,5,6,4=Neutral,5,1996,Male / Man,,White / Caucasian,,Sales or related,"$100,000 to $149,999",Limited: I have some experience but don't invest often.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_126
2025-08-18 10:02:43,2025-08-18 10:09:11,IP Address,100,388,True,2025-08-18 10:09:12,R_6WYGaD7e8vzc5v0,anonymous,EN,1,5eb29a3db97d6b0008d24a1a,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,3,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,3,4=Neutral,4=Neutral,5,4=Neutral,5,4=Neutral,1977,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Limited: I have some experience but don't invest often.,A few times a week,Sarah Brown,HR,FL_45,FL_80
2025-08-18 10:03:51,2025-08-18 10:09:17,IP Address,100,325,True,2025-08-18 10:09:17,R_21BTY3FTN3SXB2q,anonymous,EN,0.8999999761581421,677d37f7c10fd4adcf8557d1,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,2,3,2,4=Neutral,5,1=Strongly Disagree,1=Strongly Disagree,1=Strongly Disagree,6,5,3,6,1=Strongly Disagree,5,2,1993,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_18
2025-08-18 09:55:51,2025-08-18 10:09:17,IP Address,100,806,True,2025-08-18 10:09:18,R_1vWDrCQpKxL22Z3,anonymous,EN,1,559e6830fdf99b4f0b98514a,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,3,3,6,7=Strongly agree,4=Neutral,5,6,6,2,2,6,1=Strongly Disagree,4=Neutral,1=Strongly Disagree,6,2,6,1=Strongly Disagree,1976,Female / Woman,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$100,000 to $149,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_90
2025-08-18 10:03:08,2025-08-18 10:09:18,IP Address,100,370,True,2025-08-18 10:09:18,R_8xYqBphprSEItPg,anonymous,EN,1,66854ca22a0b1e7e87b469a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,4=Average amount of effort,4=Average amount of time,5,3,5,5,3,3,6,6,6,5,5,4=Neutral,6,3,4=Neutral,3,1978,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_122
2025-08-18 10:03:38,2025-08-18 10:09:20,IP Address,100,342,True,2025-08-18 10:09:20,R_83g7MAAhQzATT7T,anonymous,EN,1,5b9d57e5737d030001ad2cbf,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,5,4=Neutral,2,5,4=Neutral,1=Strongly Disagree,6,4=Neutral,4=Neutral,2,3,2,6,2,5,1=Strongly Disagree,1967,Male / Man,,White / Caucasian,,Office and Administrative Support,"$25,000 to $49,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Sarah Brown,HR,FL_45,FL_98
2025-08-18 10:03:35,2025-08-18 10:09:42,IP Address,100,366,True,2025-08-18 10:09:42,R_27rBuaEPqvXKU9z,anonymous,EN,1,5e40458fee95202846ccf7f3,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,4=Neutral,3,5,2,4=Neutral,3,5,5,3,3,3,5,4=Neutral,3,3,1994,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,HR,FL_43,FL_82
2025-08-18 10:03:28,2025-08-18 10:09:46,IP Address,100,377,True,2025-08-18 10:09:47,R_2aDHUIn35AkAlZn,anonymous,EN,1,62c6e98485fbef0be2797e9d,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,,6,4=Average amount of time,5,5,4=Neutral,4=Neutral,2,2,6,6,3,4=Neutral,2,5,6,4=Neutral,3,5,1996,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,Med,FL_43,FL_108
2025-08-18 10:02:57,2025-08-18 10:09:49,IP Address,100,412,True,2025-08-18 10:09:50,R_89gMxNXIttlSLB8,anonymous,EN,1,61688d6c15deec9c3554760e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),5,4=Average amount of time,5,3,5,6,4=Neutral,5,4=Neutral,3,5,4=Neutral,4=Neutral,3,5,2,6,2,1978,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,Med,FL_44,FL_23
2025-08-18 10:02:50,2025-08-18 10:09:49,IP Address,100,419,True,2025-08-18 10:09:50,R_8hcnwJsNVuUZrOQ,anonymous,EN,1,6310c063bd0cce86b0289d20,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,7=Extreme amount of effort,6,6,2,7=Strongly agree,7=Strongly agree,3,5,5,3,5,3,4=Neutral,4=Neutral,5,4=Neutral,6,2,1997,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)",Prefer not to answer,Extensive: I invest regularly and am comfortable making my own investment decisions.,Less than once a month,Christopher Davis,Med,FL_44,FL_108
2025-08-18 10:03:02,2025-08-18 10:10:07,IP Address,100,424,True,2025-08-18 10:10:07,R_30fc6SWtBJIxBVi,anonymous,EN,1,5cb67a7ab73e8a001507fae5,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,6,6,5,3,6,6,3,6,3,3,5,4=Neutral,5,3,5,3,5,2,1970,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_104
2025-08-18 10:03:22,2025-08-18 10:10:10,IP Address,100,408,True,2025-08-18 10:10:11,R_5qrEOzx4GZMIxLH,anonymous,EN,1,60e9e8092cfc1f464753dd71,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,6,6,3,3,1=Strongly Disagree,5,7=Strongly agree,6,1=Strongly Disagree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,1963,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_88
2025-08-18 10:02:27,2025-08-18 10:10:14,IP Address,100,467,True,2025-08-18 10:10:15,R_8f8HjWRod0cyOB1,anonymous,EN,0.800000011920929,56fa7c2e51c6bf000ccb2954,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,6,5,6,5,3,5,5,6,2,1=Strongly Disagree,6,2,6,2,5,2,6,2,1967,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$150,000 or more",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,Med,FL_43,FL_100
2025-08-18 10:05:03,2025-08-18 10:10:19,IP Address,100,315,True,2025-08-18 10:10:19,R_24r9359Mn8L7r99,anonymous,EN,1,67334911eb1de6dd02fc126a,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,6,5,4=Neutral,5,6,6,7=Strongly agree,4=Neutral,6,5,5,4=Neutral,5,6,5,2001,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_92
2025-08-18 10:04:18,2025-08-18 10:10:38,IP Address,100,380,True,2025-08-18 10:10:39,R_3eJj0wYeAE6Hqss,anonymous,EN,1,665d92a608fef982937744df,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,5,6,4=Neutral,5,6,6,2,2,5,2,6,2,2,5,2,3,1974,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_84
2025-08-18 10:02:33,2025-08-18 10:10:40,IP Address,100,487,True,2025-08-18 10:10:41,R_8DqCe7FkBooUdIK,anonymous,EN,1,67179c4e867b679bd7ca1ee5,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,1=Strongly Disagree,6,6,6,5,1=Strongly Disagree,2,6,2,2,4=Neutral,6,4=Neutral,5,3,2000,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,Sarah Brown,HR,FL_45,FL_96
2025-08-18 10:04:41,2025-08-18 10:10:52,IP Address,100,370,True,2025-08-18 10:10:52,R_3F8rOFDQnL3we2B,anonymous,EN,1,5f9ec66a5a97fa0748bc61a3,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,5,5,2,5,5,2,4=Neutral,5,6,4=Neutral,3,5,3,6,4=Neutral,5,3,1957,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Limited: I have some experience but don't invest often.,Never,J.M. Wright,HR,FL_43,FL_16
2025-08-18 10:03:00,2025-08-18 10:10:54,IP Address,100,473,True,2025-08-18 10:10:54,R_8lxywvtqTb1iv3t,anonymous,EN,1,5737270f14f69e000d7bc08a,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,2,3,3,3,5,6,1=Strongly Disagree,1=Strongly Disagree,5,7=Strongly agree,6,2,3,5,7=Strongly agree,5,3,4=Neutral,1993,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,HR,FL_44,FL_90
2025-08-18 10:06:11,2025-08-18 10:11:01,IP Address,100,289,True,2025-08-18 10:11:02,R_2LIDJQ7dXsVH4d5,anonymous,EN,0.8999999761581421,6659f6fdd8cd7577c303a76d,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,6,5,5,4=Neutral,5,5,5,5,5,3,5,3,5,5,5,5,5,3,1987,Male / Man,,White / Caucasian,,Office and Administrative Support,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,HR,FL_44,FL_90
2025-08-18 10:04:30,2025-08-18 10:11:03,IP Address,100,393,True,2025-08-18 10:11:03,R_2dz0QlO0WAhlLnP,anonymous,EN,1,6777c7237e71bcea676eefb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,3,3,3,3,5,5,2,2,2,2,2,2,2,3,2,3,2,5,1995,Female / Woman,,White / Caucasian,,Homemaker,"$50,000 to $74,999",None: I have no personal experience with investing.,A few times a week,Sarah Brown,Med,FL_45,FL_114
2025-08-18 10:03:32,2025-08-18 10:11:07,IP Address,100,454,True,2025-08-18 10:11:08,R_3DeBEoUIBduqvzP,anonymous,EN,1,66e8661e0c5e57cda7bf2d39,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,6,5,2,5,4=Neutral,4=Neutral,7=Strongly agree,2,3,3,2,3,5,4=Neutral,1997,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_74
2025-08-18 10:03:53,2025-08-18 10:11:22,IP Address,100,448,True,2025-08-18 10:11:22,R_8S94cZ8Zzv3W54t,anonymous,EN,1,65537e14439274fe5036b4d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,4=Average amount of effort,4=Average amount of time,4=Neutral,3,5,5,5,5,4=Neutral,4=Neutral,5,3,5,4=Neutral,3,3,5,3,1987,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_118
2025-08-18 09:59:01,2025-08-18 10:11:22,IP Address,100,741,True,2025-08-18 10:11:23,R_27Iojok3Q789EbG,anonymous,EN,1,6760737175b6125b60317eab,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,3,3,5,3,3,4=Neutral,5,5,3,6,2,6,3,5,3,1988,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_20
2025-08-18 10:07:22,2025-08-18 10:11:29,IP Address,100,246,True,2025-08-18 10:11:29,R_80NIIFjojCWkKdj,anonymous,EN,1,6717a695635ae7f7518a1ad4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,5,4=Average amount of time,3,3,5,5,2,2,5,5,7=Strongly agree,1=Strongly Disagree,4=Neutral,3,7=Strongly agree,2,4=Neutral,4=Neutral,1996,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_120
2025-08-18 10:07:01,2025-08-18 10:11:29,IP Address,100,267,True,2025-08-18 10:11:29,R_10MeCE7HA26ffkg,anonymous,EN,1,670a8f1dcaf4a756dfd468a8,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,,,,,,6,5,3,3,6,5,2,3,5,5,6,5,6,3,6,4=Neutral,5,3,1968,Male / Man,,White / Caucasian,,Sales or related,"$100,000 to $149,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_110
2025-08-18 10:03:28,2025-08-18 10:11:30,IP Address,100,481,True,2025-08-18 10:11:30,R_2K8c8LTQII86WJ9,anonymous,EN,0.8999999761581421,5d4310bbd8e961001b825ca4,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,6,5,4=Neutral,2,5,5,4=Neutral,5,2,4=Neutral,7=Strongly agree,4=Neutral,6,2,6,2,5,2,1958,Male / Man,,White / Caucasian,,Office and Administrative Support,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,Med,FL_44,FL_20
2025-08-18 10:04:29,2025-08-18 10:11:31,IP Address,100,422,True,2025-08-18 10:11:31,R_2d4FKLQQS027apq,anonymous,EN,0.8999999761581421,563f734bcbd4c60005dc9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,5,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,3,3,5,1=Strongly Disagree,4=Neutral,4=Neutral,7=Strongly agree,4=Neutral,4=Neutral,5,1973,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,Sarah Brown,Med,FL_45,FL_120
2025-08-18 10:04:09,2025-08-18 10:11:31,IP Address,100,442,True,2025-08-18 10:11:32,R_1Jl19v9qxG80Lxz,anonymous,EN,1,668014ff66a308edf2b2871b,,,,,,,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,3,5,5,6,4=Neutral,3,4=Neutral,5,3,5,5,6,4=Neutral,3,3,1988,Male / Man,,White / Caucasian,,Office and Administrative Support,"$100,000 to $149,999",Limited: I have some experience but don't invest often.,Never,J.M. Wright,HR,FL_43,FL_19
2025-08-18 10:03:37,2025-08-18 10:11:36,IP Address,100,478,True,2025-08-18 10:11:36,R_225XYMdY5yDBUqa,anonymous,EN,0.800000011920929,5fcca7bf6a7182b003b32a36,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,2,2,6,2,5,3,3,6,2,6,2,7=Strongly agree,2,6,1=Strongly Disagree,1971,Male / Man,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_98
2025-08-18 10:03:27,2025-08-18 10:11:38,IP Address,100,490,True,2025-08-18 10:11:38,R_7bwgtJVcdWM66zL,anonymous,EN,1,5d316c4442c2170018e10574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,2,3,4=Neutral,4=Neutral,5,5,4=Neutral,4=Neutral,3,3,4=Neutral,5,4=Neutral,5,5,4=Neutral,4=Neutral,4=Neutral,1981,Male / Man,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Less than once a month,J.M. Wright,Med,FL_43,FL_126
